abstract,access_type,article_number,authors,citing_paper_count,conference_dates,conference_location,content_type,doi,download_count,eisbn,eissn,end_page,html_url,index_terms,is_open_access,isbn,issn,issue,pdf_url,publication_date,publication_title,publication_year,publisher,start_page,title,volume
"The EU [::Artificial::] [::Intelligence::] Act, implemented in 2024, was the first comprehensive regulation at the European Union level to concern the governance of [::artificial::] [::intelligence::]. However, despite its progressive approach, the aforementioned Act does not provide adequate protection against risks related to the use of [::generative::] AI systems for spreading disinformation, m...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11185881,Mariia Pleskach,0,,,IEEE Conferences,10.1109/ACIT65614.2025.11185881,0,,,858,,,False,,,,,17-19 Sept. 2025,2025 15th International Conference on Advanced Computer Information Technologies (ACIT),2025,IEEE,852,Legal Loopholes in the EU Artificial Intelligence Act: Addressing Disinformation and Human Rights Protection – the Need for Further Refinement,
"In this paper the writer adopts the interdisciplinary research method of landscape art and [::artificial::] [::intelligence::], and uses a deep learning model – [::generative::] adversarial network to study the generation and redrawing of landscape paintings. Input different types of text information in the test process, so that the model through the interpretation of text to achieve the generatio...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9820385,Yijia Chen,0,,,IEEE Conferences,10.1109/ICAIBD55127.2022.9820385,153,,,149,,,False,,,,,27-30 May 2022,2022 5th International Conference on [::Artificial::] [::Intelligence::] and Big Data (ICAIBD),2022,IEEE,145,Generate Lanscape Paintings From Text to Landscape Painting Generation and Redrawing Using Deep Learning Model,
"The integration of [::artificial::] [::intelligence::] technologies in biomedical research has significantly advanced the study of diseases. This contribution presents a bibliometric analysis of scientific publications on applying machine learning, transformers, and [::generative::] [::artificial::] [::intelligence::] in studying five major diseases: cancer, cardiovascular disease, diabetes, menta...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11081535,V. Duarte-Martínez; Jonathan Zambrano-Arriaga; M.J. Cobo,0,,,IEEE Conferences,10.1109/ICEDEG65568.2025.11081535,24,,,285,,,False,,,,,18-20 June 2025,2025 Eleventh International Conference on eDemocracy & eGovernment (ICEDEG),2025,IEEE,278,Adoption of Artificial Intelligence Technologies in Biomedical Research for Major Diseases: A Bibliometric Analysis,
"In this paper, we explore memory and Schema through the lens of mathematical representation. By defining themes related to cognitive processes, we propose a compression algorithm that measures and retains important information of previous (historic) user-[::Generative::] AI interaction. Time and memory are interconnected via a decay mechanism, where context gets more abstract as time passes. At th...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10849404,Dimitrios P. Panagoulias; Persephone Papatheodosiou; Anastasios Bonakis; Dimitrios Dikeos; Maria Virvou; George A. Tsihrintzis,0,,,IEEE Conferences,10.1109/ICTAI62512.2024.00072,88,,,467,,,False,,,,,28-30 Oct. 2024,2024 IEEE 36th International Conference on Tools with [::Artificial::] [::Intelligence::] (ICTAI),2024,IEEE,462,Memory and Schema in Human-Generative Artificial Intelligence Interactions,
"Against the backdrop of the digital transformation of education and the ongoing changes in higher education teaching, intelligent online learning tools are gradually being integrated into university classrooms and students&#39; self-study processes. To explore their actual impact on self-study abilities, this paper, based on the application of the “ZhipuQingyan” tool in the “Educational Information Pr...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11193474,Yinghe Fang; Fei Xie,0,,,IEEE Conferences,10.1109/ICDEL65868.2025.11193474,0,,,464,,,False,,,,,13-16 June 2025,2025 International Conference on Distance Education and Learning (ICDEL),2025,IEEE,460,A Study of the Impact of the Use of Intelligent Online Learning Tools on College Students' Self-directed Learning Ability,
"Networks are a huge part of modern life, and cyber security has become a crucial area of research. An intrusion detection system (IDS) is a device that examines network traffic to confirm security, availability, and integrity. Despite years of research, conventional IDSs continue to struggle with enhancing detection performance, lowering False Alarm Rates (FAR), and identifying novel assaults. Man...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10424561,Siva Shankar S; Bui Thanh Hung; Prasun Chakrabarti,0,,,IEEE Conferences,10.1109/ICCCEE55951.2023.10424561,146,,,10,,,False,,,,,27-29 April 2023,2023 1st International Conference on Cognitive Computing and Engineering Education (ICCCEE),2023,IEEE,1,A Survey of Artificial Intellegence Techniques to Detect Intrusion Attack in Communication Network,
"Summary AI has been making inroads into education for the last few years, and as with many sectors, GenAI will massively accelerate this trend. In any education setting, from schools and colleges to self&#x2010;directed lifelong learning, GenAI has the capacity to provide super&#x2010;personalized learning, make teachers&#39; jobs easier, and help students understand topics more easily. GenAI can a...","{'type': 'locked', 'message': 'Full text access may be available.'}",10950597,Bernard Marr,0,,,Wiley Books,,0,,,141,,,False,,,,,,[::Generative::] AI in Practice: 100+ Amazing Ways [::Generative::] [::Artificial::] [::Intelligence::] is Changing Business and Society,2024,Wiley,133,PERSONALIZED LEARNING: THE FUTURE OF EDUCATION,
"This paper gives a brief overview of how AI and Science promote each other. First, the main algorithms inspired by mathematics, physics, and biology during the last 80~ years are summarized. Second, on the counter-direction, AI methods that help to solve hard problems in recent years are introduced. Perspectives and challenges are also discussed. Third, the Parallel Learning is introduced for the ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9966863,Qinghai Miao; Min Huang; Yisheng Lv; Fei-Yue Wang,0,,,IEEE Conferences,10.1109/ANZCC56036.2022.9966863,353,,,175,,,False,,,,,24-25 Nov. 2022,2022 Australian & New Zealand Control Conference (ANZCC),2022,IEEE,171,Parallel Learning between Science for AI and AI for Science: A Brief Overview and Perspective,
"Mammography is the leading methodology used to diagnose breast cancer. Effective, cheap and reliable, the mammography can be used to screen large populations, if the imagery produced can be analysed efficiently. State-of-the-art [::generative::] [::artificial::] [::intelligence::] approaches can be used to create tools able to aid in this task. Here we present a study focused on the emerging resea...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10612286,Milica Škipina; Nikola Jovišić; Slobodan Ilić; Dubravko Ćulibrk,0,,,IEEE Conferences,10.23919/SpliTech61897.2024.10612286,189,,,5,,,False,,,,,25-28 June 2024,2024 9th International Conference on Smart and Sustainable Technologies (SpliTech),2024,IEEE,1,Diffusion Model for Mammography Anomaly Detection,
"[::Generative::] Adversarial Networks (GANs) are a major innovation in the field of deep learning. It has been widely used in image generation and text-to-image conversion tasks. However, it is challenging for GANs to find a balance for competition between generators and discriminators. In this paper, we investigate the optimization effect of combining the Adam optimization algorithm and genetic a...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10987764,Runhua Jiang; Yiyang Huang; Yixuan Han; Jingqi Lin; Shuyang Yu; Yifei Guo; Sim Kuan Goh,0,,,IEEE Conferences,10.1109/CIITE62244.2024.10987764,13,,,6,,,False,,,,,5-7 Sept. 2024,"2024 International Conference on Computing Innovation, [::Intelligence::], Technologies and Education (CIITE)",2024,IEEE,1,Fine-tuning Generative Adversarial Networks Using Genetic Algorithm,
"[::Artificial::] [::intelligence::] models are increasingly used in industrial applications to assist with predictive tasks. However, the complexity of industrial environments poses challenges to data collection, transmission, and storage, often leading to data loss and insufficiency. Synthetic data generation has become a common solution to augment datasets. Existing methods can be broadly catego...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11116941,Jingxuan Han; Dongxiang Chi,0,,,IEEE Conferences,10.1109/ICBAIE63306.2024.11116941,51,,,154,,,False,,,,,25-27 Oct. 2024,"2024 5th International Conference on Big Data, [::Artificial::] [::Intelligence::] and Internet of Things Engineering (ICBAIE)",2024,IEEE,151,Multi-Dimensional Time-Series Data Synthesis Based on Improved TimeGAN,
"Automatic image annotation, automatic image tagging, and image linguistic indexing functions use methodologies that significantly overlap. In this paper, we use the general term, image captioning, to refer to all forms of such functions. Image captioning is the process of automatically generating metadata in the form of captioning (i.e., generating sentences that describe the content of the image)...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9071372,Soheyla Amirian; Khaled Rasheed; Thiab R. Taha; Hamid R. Arabnia,0,,,IEEE Conferences,10.1109/CSCI49370.2019.00055,702,,,275,,,False,,,,,5-7 Dec. 2019,2019 International Conference on Computational Science and Computational [::Intelligence::] (CSCI),2019,IEEE,272,Image Captioning with Generative Adversarial Network,
"This paper presents the recent advances in deeplearning (DL)-enabled methods for metacell and metalens design. On one hand, metamaterials or metasurfaces have been new opportunities for innovative antenna (metantennas) designs by increasing the degrees of freedom (DoF) in design through introducing new physical properties in antenna design. On the other hand, the increased DoF significantly increa...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10535801,Peiqin Liu; Zhi Ning Chen,0,,,IEEE Conferences,10.1109/iWAT57102.2024.10535801,440,,,13,,,False,,,,,15-18 April 2024,2024 IEEE International Workshop on Antenna Technology (iWAT),2024,IEEE,11,Prior Knowledge-Guided Deep Learning Algorithms for Metantenna Design (Invited),
"[::Artificial::] [::intelligence::] (AI) and Requirements Engineering (RE) intersect in innovative and transformative ways, reshaping how we approach technology development today [1]. On the one hand, AI techniques, e.g., NLP, enhance RE processes by automating the extraction and analysis of requirements, increasing quality, accuracy and efficiency in translating human needs into technical specifi...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10628865,Chetan Arora; Fatma Başak Aydemir; Julian Frattini,0,,,IEEE Conferences,10.1109/REW61692.2024.00005,215,,,2,,,False,,,,,24-25 June 2024,2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024,IEEE,1,AIRE 2024: 11th International Workshop on Artificial Intelligence and Requirements Engineering,
